gene_ID	46	62	78	94	110	126	142	158	174	190	206	222	238	254
FOX2	1231.26506118363	795.461879747961	583.761464372597	567.900204206671	581.3785002595021	592.3934937714849	608.639648765399	636.962082698657	661.443490598593	631.884445892353	637.673700862522	613.9325714809851	618.23827363863	650.2508228708999
SPCC18.05c	138.09815066297801	150.816721924009	153.731050617479	141.620620270184	148.276984748257	149.883543278266	137.463147186296	138.74226912636001	148.677578462466	131.174960317897	141.798675320278	145.438084519478	153.77797570068398	158.79380502578002
YDL157C	2395.89480860987	3461.00558504336	4875.98184252771	5733.02643248965	5575.30391847776	4410.92932460281	3445.89684935247	3474.42824765466	4177.13057975662	4454.98156445834	4495.99291313824	4286.25818914154	4122.51706713185	4028.29073113414
PCL6	590.79623655462	601.984815059263	581.0771703331279	586.20363817878	581.803404120006	671.091859180621	760.3472466950169	808.6142318962019	746.203383649932	706.8786915990221	691.3890798955051	790.177888706131	751.4850671046989	797.6852665245179
PKP2	259.643964849071	180.83402533854698	184.82773526936	215.64590480386002	194.393125356525	246.087154842449	268.927624345599	287.821032475081	250.598467241404	258.321106873813	246.467336741895	253.96707300826	288.35441330129504	263.654439666643
PHO8	981.444333890483	721.960016788306	1343.81070316316	1819.8334086559698	1454.06196135477	1249.0060197381401	1367.4548265055498	1744.00192751963	1994.5948712501502	1887.4884398245101	1683.7267863398902	1844.4002423498998	1976.0748706062197	2297.96152372546
SPAC750.05c  SPAC977.01  SPBC1348.02  SPBPB2B2.19c	124.799826242195	116.093042647503	136.778641177443	131.949567374757	119.039135952709	135.993552369572	135.955291576518	125.549295717133	130.119375811015	120.80062612418199	124.446138456037	128.793101252581	117.29172482783001	140.42933650505302
DAT1	653.4831236812211	754.821952165683	801.357848740125	748.442964145219	737.019431021876	767.4925804686619	775.003264150287	643.11588871551	576.396737467623	665.1486239134471	636.5758588574511	626.2905896083889	609.3157341912461	600.1679087214441
SPCC830.06	109.521527559658	97.67952666176079	110.78437421537399	116.610363133517	99.09867146375	112.483248616969	110.556314127633	114.448271349081	119.72224972489401	121.70286121096301	117.123698018024	91.89215590382959	79.009870156622	107.58284794194999
COA1	982.6998301659061	785.830755936163	1108.31548822855	1138.35957212974	1389.9376274152899	1334.4494076658198	1181.3647347139301	1206.76282109617	1345.28919262251	1257.7771278441198	1198.67794274393	1225.92701072264	1322.48057432601	1311.46833198571
YPR003C	373.80833179522904	245.397749063148	312.524146867573	377.675794912591	356.31341964134697	373.561164366001	425.787837209015	376.97484684199895	301.348945524767	279.038498894903	291.018444743854	341.118197083773	326.187268708678	348.45666957272005
AIF1	2003.5039388617397	1790.2070843634199	1728.3100871004	1471.40569299344	1288.73186936054	1160.8201643759598	1346.1358537021001	1478.89223993012	1440.7684372019298	1415.98427966163	1363.37260740964	1358.7171193507302	1274.4682848158802	1368.6001098300599
YLR154C-H  YLR156C-A  YLR157C-C  YLR159C-A	242.053252843801	390.39818837763	278.075085281101	218.893757088415	369.744191586397	309.656398726136	2794.10273661047	1774.86609010382	358.639432287163	1914.84430797915	1562.95005794767	1419.4036478884302	1069.9155415908801	1175.01241482492
PRP40	1432.67272072034	1402.0004781685	1062.32899138853	966.543241339914	930.79836736065	977.1159345368941	1061.7496367753301	1081.7745630755498	871.763391253058	933.4567659336951	910.203605519889	874.833614677208	818.746533999546	819.6236256337379
YJL147C	477.79921277725197	378.24951193603	467.28421146896795	453.16123116361604	481.08968877205	445.637415218822	415.129847927099	368.049186863383	409.115535242296	403.6626670181399	387.432897273533	387.058303302107	364.547075562396	369.66692768153604
RRI1	198.71272481494597	175.06975679945202	166.276717961696	183.229709569717	171.79270400819402	170.35965952292102	188.248702330704	182.47855592194	182.64135194698102	183.87996634862802	181.04843282885	197.083115587297	202.73536998900903	191.41385750613497
SPCC895.03c	274.17727251666	550.074581460805	252.453990156976	244.456443185414	277.122491085404	314.852385722442	218.518350818713	261.49692350531603	325.84429094974803	299.514172420202	309.263657984398	309.47780455352404	307.273274688669	291.12086235044103
YNL320W	2235.33395579586	1521.8075254106302	1754.4644508246802	1903.4972816568	1709.7318406748002	1671.6432023087698	1736.97430201024	1792.81218359173	1803.86369957697	1865.3799166532299	1790.12464844713	1990.3115933196698	2001.19466935496	2056.06545796187
STE20	2312.18997361633	2031.91302143798	2623.46892585114	2394.4008052164604	2189.20093951214	2375.3404634579997	2489.78212457898	2483.39158641082	2395.9244411224	2584.8782594814897	2382.92889708249	2503.47285825864	2443.51654976156	2482.15784367406
GRE1	1733.8362886970801	276.04468228790796	155.202983608112	145.869048817689	155.22081705771	147.802958034858	131.947809611166	142.754206821999	148.216783739139	130.64673843947202	145.696126846651	137.756533919899	168.235288849444	136.953272818122
SPBC11C11.06c	154.201268123224	209.088965386899	166.850236106895	144.033972204691	179.908707558155	166.59923257138	145.811992965684	147.223259398134	161.960778549771	166.78321492865498	142.37402252769698	161.640970802082	150.006029583264	152.684795139597
MRPL31	2879.28482414977	3344.98053001336	3261.9684506006	2954.5161681822196	3759.64036315644	3895.9890493591797	3686.6269058695	3463.6295863945197	3440.23021249644	3722.76263232214	3452.01395428781	3007.4539027716996	3499.2844244409603	3192.39332096094
SPC98	224.69816580230702	252.20024489025798	338.962902519267	586.937371828767	550.0866562773999	435.428553883935	300.339754501882	217.469818990375	268.623453087346	329.605822292885	388.09296885162905	332.727972105796	370.374127651247	365.250459657694
